L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.1003314056,0.1122301196,0.1135022792,0.1100364957,0.7315203159,0.7523128527,0.7563544433,0.7498899714,0.6361937997,0.5186467276,0.5386714641,0.5448185323,0.1160079574,0.4250831807,0.4218905363,0.3585124469,0.5018908598,0.1027551159,0.0517296896,0.2197792732,0.0322046687,0.1004304161,0.1669261034,0.0834854308
0.1015407665,0.1098594060,0.1112697721,0.1079133675,0.7276983847,0.7488609016,0.7528291492,0.7464309634,0.6303776944,0.5173236100,0.5369029288,0.5423756980,0.1170374080,0.4253541276,0.4215259518,0.3573640181,0.5199611234,0.1177597153,0.0617816293,0.2386971736,0.0331714218,0.0990208664,0.1643766777,0.0832277598
0.1029790549,0.1074095943,0.1089674992,0.1057185493,0.7236153126,0.7451692001,0.7490577171,0.7427310742,0.6236274873,0.5158466414,0.5348294736,0.5394509439,0.1179555667,0.4256033988,0.4211392713,0.3562043303,0.5393441641,0.1347397946,0.0732615604,0.2595639300,0.0341098797,0.0976364872,0.1618027382,0.0829271435
0.1046750367,0.1049185624,0.1066325939,0.1034873346,0.7192942850,0.7412559284,0.7450620003,0.7388105650,0.6158550556,0.5142158220,0.5324358525,0.5359777985,0.1187485219,0.4258526699,0.4207304947,0.3550446424,0.5599248262,0.1538310738,0.0863094821,0.2824010767,0.0349964631,0.0963276196,0.1592410556,0.0825835821
0.1066526833,0.1024353290,0.1043055654,0.1012594286,0.7147645888,0.7371460841,0.7408638523,0.7346930735,0.6069722766,0.5124003816,0.5297220655,0.5318897899,0.1193606277,0.4260802653,0.4203106702,0.3539074727,0.5815695288,0.1750787930,0.1009953940,0.3071763122,0.0358028767,0.0951194342,0.1567529141,0.0821863391
0.1089287748,0.1000066843,0.1020269229,0.0990767425,0.7100542905,0.7328635286,0.7364908774,0.7304056146,0.5969262765,0.5104003200,0.5266881127,0.5271370646,0.1197918840,0.4262753471,0.4198687496,0.3527928212,0.6040940225,0.1985131121,0.1173752957,0.3338142665,0.0365102570,0.0940496866,0.1543750843,0.0817568873
0.1115152968,0.0976838751,0.0998383008,0.0969767757,0.7051926768,0.7284355321,0.7319706797,0.7259752028,0.5856818062,0.5081694821,0.5233797320,0.5216863866,0.1200005565,0.4264487531,0.4194047330,0.3517232061,0.6273048453,0.2240887910,0.1354351874,0.3621857335,0.0371138882,0.0931183770,0.1521320799,0.0812844903
0.1144158451,0.0955170339,0.0977779578,0.0950025422,0.7002065942,0.7238870923,0.7273285632,0.7214266016,0.5732212411,0.5057232530,0.5198274153,0.5155377559,0.1199866450,0.4265788076,0.4188965243,0.3506986275,0.6509947166,0.2517153499,0.1551470691,0.3921292059,0.0376090545,0.0923380906,0.1500239009,0.0807798845
0.1176256255,0.0935540652,0.0958841527,0.0931915415,0.6951216685,0.7192397981,0.7225886816,0.7167845746,0.5595798305,0.5030154774,0.5160769008,0.5086579367,0.1197640610,0.4266655106,0.4183662196,0.3497078262,0.6749379310,0.2812269088,0.1764409414,0.4234401077,0.0380051875,0.0917088273,0.1480873178,0.0802538060
0.1211362479,0.0918451015,0.0941973946,0.0915867874,0.6899598648,0.7145163746,0.7177740384,0.7120693828,0.5447751987,0.5000769254,0.5122044183,0.5011134007,0.1193467162,0.4267088621,0.4178027708,0.3487508022,0.6989226014,0.3123972675,0.1992188047,0.4558815612,0.0383070031,0.0912305872,0.1463100739,0.0797062550
