L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.7647994834,0.7889167617,0.7932562321,0.7856485655,0.1061325455,0.0970697892,0.0965560695,0.0923388482,0.6315211239,0.3875858603,0.3760441001,0.4170497738,0.1625351930,0.4312759062,0.4224857400,0.3584520020,0.0376106290,0.0640549434,0.1582573246,0.0705792416,0.6275480115,0.1693762750,0.1294692506,0.3239148638
0.7598157159,0.7844177411,0.7886963005,0.7812189240,0.1100189971,0.0952304120,0.0951328316,0.0912796018,0.6325365383,0.3882894957,0.3776911312,0.4196380090,0.1725834115,0.4332805788,0.4261933353,0.3643826437,0.0377143944,0.0631575011,0.1559093313,0.0695845192,0.6487125253,0.1941027385,0.1498189820,0.3525792067
0.7545026866,0.7796181621,0.7838305559,0.7764849116,0.1142687391,0.0935339438,0.0938539122,0.0903667367,0.6335852449,0.3891271570,0.3794558075,0.4223891403,0.1838937251,0.4358580149,0.4304413089,0.3711676998,0.0378268069,0.0622475944,0.1535097339,0.0685529552,0.6708658694,0.2210051307,0.1721445304,0.3832590112
0.7488911438,0.7745414145,0.7786874461,0.7714709245,0.1188842945,0.0920702790,0.0927979237,0.0896694091,0.6346505976,0.3900820908,0.3813381288,0.4252669683,0.1964984952,0.4391287964,0.4352897028,0.3788909365,0.0379435430,0.0613252231,0.1510714332,0.0674753392,0.6937508591,0.2500339989,0.1964695582,0.4157692832
0.7430156790,0.7692214133,0.7732966042,0.7662060056,0.1238555718,0.0909281594,0.0920446519,0.0892567756,0.6357492426,0.3911878037,0.3833380952,0.4282533937,0.2104786253,0.4431381415,0.4407535275,0.3875858603,0.0380732497,0.0604277808,0.1486331325,0.0663700920,0.7170837047,0.2810657106,0.2227349093,0.4498666095
0.7369134464,0.7636897348,0.7676924043,0.7607226833,0.1291611269,0.0901951745,0.0916727093,0.0891956874,0.6368645337,0.3924107891,0.3854557066,0.4313484163,0.2258017540,0.4479764865,0.4468628040,0.3972357179,0.0382116036,0.0595677320,0.1462206340,0.0652372137,0.7405761821,0.3139148173,0.2508341024,0.4852296847
0.7306228813,0.7579802941,0.7619092210,0.7550558091,0.1347732083,0.0899554562,0.0917548417,0.0895506905,0.6380131172,0.3937678003,0.3876573503,0.4344977376,0.2424517006,0.4536739769,0.4536175323,0.4078237561,0.0383629281,0.0587575410,0.1438468386,0.0640951249,0.7639489356,0.3483464178,0.2806369939,0.5215274667
0.7241772940,0.7521270064,0.7559790577,0.7492367494,0.1406564962,0.0902839164,0.0923567552,0.0903782627,0.6391783467,0.3952085777,0.3899934455,0.4376832579,0.2603637423,0.4602456854,0.4610027019,0.4192997152,0.0385272233,0.0580221369,0.1415246475,0.0629438258,0.7869226096,0.3840885207,0.3119542841,0.5584094405
0.7176087140,0.7461567699,0.7499315477,0.7432957091,0.1467794549,0.0912450947,0.0935382890,0.0917291188,0.6403935147,0.3967498744,0.3923967664,0.4409049774,0.2794407948,0.4676916120,0.4689882918,0.4315798291,0.0387044892,0.0573739841,0.1392411595,0.0617741059,0.8092621908,0.4208320455,0.3445611793,0.5955056180
0.7109478895,0.7400976523,0.7437927679,0.7372594076,0.1531067645,0.0928850908,0.0953452026,0.0936447525,0.6416419749,0.3983581840,0.3949009260,0.4441266968,0.2995372318,0.4759816113,0.4775743020,0.4445803317,0.0388990492,0.0568006182,0.1370221769,0.0605951756,0.8307459682,0.4582308215,0.3781973924,0.6324460109
0.7042166004,0.7339707043,0.7375876101,0.7311499178,0.1596119351,0.0952384794,0.0978126958,0.0961562844,0.6428904351,0.4000167532,0.3974723114,0.4473122172,0.3205236077,0.4850704650,0.4867157010,0.4582509633,0.0391152271,0.0563020392,0.1348806007,0.0594254557,0.8511965732,0.4959263151,0.4125434798,0.6688898409
0.6974391891,0.7277958074,0.7313362247,0.7249904739,0.1662722610,0.0983190905,0.1009595416,0.0992856138,0.6441388954,0.4017423354,0.4000773096,0.4504253394,0.3422057539,0.4948828096,0.4963824677,0.4724912046,0.0393443757,0.0558907115,0.1327906287,0.0582557358,0.8704676768,0.5334981764,0.4472681669,0.7044573832
0.6906323107,0.7215881648,0.7250528357,0.7187950167,0.1730751280,0.1021246190,0.1047916065,0.1030373514,0.6453540633,0.4034679176,0.4026823079,0.4534298643,0.3643895020,0.5053583541,0.5065295707,0.4872005361,0.0395994656,0.0555292417,0.1307780630,0.0570952263,0.8884306865,0.5705260555,0.4819336977,0.7388273324
0.6838100582,0.7153629799,0.7187540375,0.7125774868,0.1800104446,0.1066343201,0.1092971575,0.1074057340,0.6465192929,0.4052102530,0.4052704997,0.4563257919,0.3868968642,0.5163915894,0.5170819574,0.5022951918,0.0398761733,0.0552425587,0.1288300027,0.0559623479,0.9050013524,0.6065896025,0.5161378103,0.7716589099
0.6769826811,0.7091272695,0.7124481274,0.7063506631,0.1870794723,0.1118205339,0.1144550747,0.1123734725,0.6475846456,0.4069190819,0.4077914657,0.4590769231,0.4095174913,0.5278770066,0.5279795857,0.5176578991,0.0401744988,0.0549932692,0.1269206456,0.0548478904,0.9201042928,0.6412561043,0.5494427486,0.8026600199
0.6701617098,0.7028927287,0.7061445879,0.7001203543,0.1942796883,0.1176417709,0.1202336785,0.1179152096,0.6485334754,0.4085608980,0.4102452060,0.4616289593,0.4321057571,0.5396940237,0.5391173822,0.5331881387,0.0404944421,0.0547813731,0.1250628927,0.0537610640,0.9336995996,0.6741175743,0.5814344194,0.8315775125
