L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.1337454274,0.0632110600,0.0624681337,0.0613127944,0.7613813626,0.7990841238,0.7999041293,0.7890700161,0.7272030137,0.4751493174,0.5046383208,0.5081957985,0.5495345135,0.7995160234,0.7852880052,0.6838634176,0.8549198175,0.3276742730,0.2864686400,0.5943743204,0.0567434841,0.0986298851,0.1016008397,0.0681882589
0.1398743932,0.0638917879,0.0631580082,0.0620035513,0.7554456950,0.7937962544,0.7945564399,0.7838132134,0.7223239362,0.4761945392,0.5050006038,0.5054038232,0.5497564035,0.8001487451,0.7862771029,0.6837102984,0.8664262037,0.3416180672,0.3048722061,0.6218786933,0.0570116299,0.0976000000,0.0983670112,0.0671636911
0.1462632022,0.0650309871,0.0643113921,0.0631450296,0.7491260489,0.7881504564,0.7888516058,0.7782058196,0.7168793075,0.4771224403,0.5052421258,0.5025780740,0.5499204090,0.8007259649,0.7872106334,0.6835353049,0.8782169386,0.3568241418,0.3246089112,0.6502812840,0.0572836063,0.0965333333,0.0951237270,0.0661282236
0.1528451059,0.0667295857,0.0660285328,0.0648336628,0.7424624221,0.7821793644,0.7828233398,0.7722767070,0.7108403708,0.4778476962,0.5053079955,0.4997748407,0.5500072355,0.8012476828,0.7880663696,0.6833493744,0.8900855773,0.3732240009,0.3455537734,0.6791471659,0.0575555828,0.0954390805,0.0919371767,0.0650927561
0.1595485877,0.0690734800,0.0683988984,0.0671574989,0.7354959551,0.7759177185,0.7765095686,0.7660660905,0.7042262972,0.4783169795,0.5051542996,0.4970278972,0.5500168829,0.8016805976,0.7888109712,0.6831525068,0.9018100940,0.3906904380,0.3674880747,0.7079846830,0.0578275593,0.0943172414,0.0888735497,0.0640681883
0.1663080908,0.0721399766,0.0714979439,0.0701878146,0.7282723596,0.7694065754,0.7699503263,0.7596121226,0.6970562580,0.4784662969,0.5047371252,0.4944047914,0.5499397038,0.8020358098,0.7894110979,0.6829556392,0.9131801486,0.4090277506,0.3901514362,0.7362832695,0.0581033664,0.0931954023,0.0859895799,0.0630654197
0.1730664019,0.0759795395,0.0753827995,0.0739801641,0.7208327762,0.7626838332,0.7631877538,0.7529550181,0.6893781812,0.4782423208,0.5040015809,0.4919167811,0.5497853456,0.8022800182,0.7898778631,0.6827478345,0.9239931912,0.4279717406,0.4132209886,0.7635323595,0.0583868348,0.0920735632,0.0833041784,0.0621062499
0.1797794192,0.0806276010,0.0800890369,0.0785680893,0.7132194883,0.7557894958,0.7562597780,0.7461339608,0.6812591662,0.4775917235,0.5029037535,0.4895863824,0.5495441609,0.8024243232,0.7901890399,0.6825290927,0.9340505673,0.4471994990,0.4363530318,0.7892686617,0.0586779645,0.0909517241,0.0808646236,0.0612015783
0.1864244958,0.0860927508,0.0856306692,0.0839631205,0.7054679224,0.7487572507,0.7492011652,0.7391840098,0.6727567267,0.4764931741,0.5014107082,0.4874248531,0.5492354445,0.8024687247,0.7903557418,0.6823103509,0.9431886790,0.4663881170,0.4591934510,0.8130761594,0.0589805862,0.0898390805,0.0786520041,0.0603623046
0.1929944801,0.0923685465,0.0919979951,0.0901547757,0.6976112195,0.7416197324,0.7420424676,0.7321350683,0.6639379619,0.4749466724,0.4995114668,0.4854209353,0.5488591964,0.8024465239,0.7904001956,0.6820806720,0.9512517188,0.4851657599,0.4813673006,0.8346144755,0.0593061919,0.0887448276,0.0766663200,0.0595666296
0.1994977156,0.0994270719,0.0991640662,0.0971158019,0.6896813778,0.7344032593,0.7348110768,0.7250149775,0.6548603855,0.4729735495,0.4972389641,0.4835521131,0.5484154165,0.8023466205,0.7903446283,0.6818509931,0.9581111453,0.5031899487,0.5025100506,0.8535905073,0.0596509508,0.0876689655,0.0748981155,0.0588254529
0.2059568493,0.1072307474,0.1070836096,0.1048000788,0.6816989677,0.7271309914,0.7275291168,0.7178453914,0.6455719257,0.4706377986,0.4946151566,0.4817620967,0.5479233997,0.8021912152,0.7902001534,0.6816103771,0.9636462078,0.5201084191,0.5222988314,0.8698246112,0.0600225242,0.0866206897,0.0733284794,0.0581387744
0.2124016797,0.1157323301,0.1157038067,0.1131531006,0.6736857022,0.7198229306,0.7202134440,0.7106448709,0.6360821679,0.4680034130,0.4917168923,0.4800396280,0.5473927934,0.8019803079,0.7899889977,0.6813697611,0.9677751074,0.5356178324,0.5404316037,0.8831749634,0.0604209123,0.0856000000,0.0719195892,0.0574956946
0.2188679650,0.1248749136,0.1249599819,0.1221119760,0.6656564375,0.7124948679,0.7128798614,0.7034299143,0.6264102834,0.4651770478,0.4886210190,0.4783509333,0.5468139501,0.8017360995,0.7897222747,0.6811291452,0.9704238354,0.5494539904,0.5566584040,0.8935659245,0.0608422843,0.0846160920,0.0706619893,0.0568744141
0.2253950394,0.1346026654,0.1347896152,0.1316106689,0.6576226017,0.7051583834,0.7055389040,0.6962098019,0.6165275155,0.4622546928,0.4854153630,0.4766622385,0.5462158121,0.8014585900,0.7894333248,0.6808885292,0.9715456497,0.5613624799,0.5707605141,0.9009880395,0.0612904709,0.0836781609,0.0695367683,0.0562858326
0.2320198530,0.1448576055,0.1451269531,0.1415852398,0.6495944799,0.6978250571,0.6982000537,0.6889948453,0.6064051072,0.4593536689,0.4822097070,0.4749622858,0.5455790845,0.8011588797,0.7890999211,0.6806479132,0.9711054934,0.5711769541,0.5825921220,0.9054791283,0.0617654720,0.0827678161,0.0684966480,0.0557081508
0.2387757802,0.1555871224,0.1559127093,0.1519769901,0.6415789287,0.6905001526,0.6908696316,0.6817902002,0.5960143017,0.4565806314,0.4790918772,0.4732735911,0.5449134147,0.8008258683,0.7887442905,0.6803963601,0.9690838907,0.5787604212,0.5920490762,0.9071053751,0.0622634571,0.0819218391,0.0675510841,0.0551413686
0.2456950035,0.1667407522,0.1670908317,0.1627303658,0.6335782339,0.6831878810,0.6835518518,0.6746010223,0.5853071710,0.4540529010,0.4761826346,0.4715961543,0.5442284501,0.8004706561,0.7883553195,0.6801338700,0.9654808415,0.5840346002,0.5990688858,0.9059802392,0.0627882567,0.0811126437,0.0666527984,0.0545745864
0.2528013617,0.1782723255,0.1786138913,0.1738013429,0.6255981094,0.6758924530,0.6762498749,0.6674273117,0.5742357869,0.4518664676,0.4735698054,0.4699637494,0.5435241908,0.8000932432,0.7879441215,0.6798604427,0.9603041363,0.5869701358,0.6036515508,0.9022171796,0.0633360403,0.0803586207,0.0658017909,0.0539969045
0.2601163097,0.1901442628,0.1904420047,0.1851511384,0.6176408407,0.6686138687,0.6689647543,0.6602721617,0.5627809783,0.4500959898,0.4713082809,0.4684101502,0.5427909893,0.7996936295,0.7874884698,0.6795651413,0.9535732510,0.5875865983,0.6058387319,0.8959769300,0.0639068078,0.0796597701,0.0649886060,0.0534083230
0.2676553428,0.2023222055,0.2025439121,0.1967483066,0.6097052851,0.6613542336,0.6616975437,0.6531355725,0.5509139883,0.4488054608,0.4694749092,0.4669916466,0.5420481405,0.7992607146,0.7869994777,0.6792260915,0.9453076614,0.5859426983,0.6057137501,0.8874202241,0.0645005593,0.0790160920,0.0641848767,0.0527979421
0.2754303805,0.2147803847,0.2148958990,0.2085697874,0.6017960137,0.6541114421,0.6544482430,0.6460154817,0.5386348169,0.4480588737,0.4681245815,0.4657307545,0.5412859968,0.7987944987,0.7864660317,0.6788542305,0.9355463196,0.5821460723,0.6034015873,0.8766983407,0.0651172946,0.0784183908,0.0633906030,0.0521766617
0.2834497662,0.2274951791,0.2274807185,0.2205967133,0.5939118838,0.6468854944,0.6472168522,0.6389129204,0.5259626353,0.4478775597,0.4672902326,0.4646725058,0.5405238532,0.7982838811,0.7858770185,0.6784276840,0.9243281774,0.5763337117,0.5990584706,0.8639909233,0.0657608446,0.0778666667,0.0625963293,0.0515335818
