L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.4681181747,0.5266643941,0.5356905020,0.5287968759,0.3725471344,0.3718047612,0.3770915902,0.3655812421,0.5213605548,0.3640800155,0.3753173129,0.4194584457,0.5705088903,0.4527668766,0.4451426944,0.4805460974,0.0709047076,0.0657168398,0.0702581389,0.0375607159,0.6630898382,0.1820438386,0.1667014344,0.4015569550
0.4623871541,0.5214285645,0.5304696111,0.5236246903,0.3805788726,0.3833667081,0.3881883022,0.3762013277,0.5206748435,0.3659161191,0.3757066042,0.4200132849,0.5738212379,0.4485291693,0.4410705009,0.4771656501,0.0716885362,0.0662697791,0.0692937232,0.0368066183,0.6424031887,0.1739156044,0.1598508048,0.3816693676
0.4562828285,0.5158393019,0.5248970092,0.5181035950,0.3892709417,0.3956913214,0.4000317685,0.3875615613,0.5199438493,0.3677602757,0.3760796749,0.4205681241,0.5768270252,0.4435164726,0.4362525765,0.4731238109,0.0725062600,0.0667582088,0.0682932545,0.0360857897,0.6202609844,0.1655349405,0.1529083885,0.3609509939
0.4498420026,0.5099294389,0.5190044079,0.5122666843,0.3986022113,0.4087050445,0.4125551591,0.3996063845,0.5191740413,0.3695641670,0.3764365253,0.4211151487,0.5793767104,0.4376380965,0.4306051313,0.4683389266,0.0733536423,0.0671452664,0.0672747593,0.0353982301,0.5967817006,0.1570533047,0.1460243819,0.3397095325
0.4431077905,0.5037376021,0.5128283237,0.5061508349,0.4085452115,0.4223227067,0.4256761469,0.4122623476,0.5183589505,0.3712875274,0.3767609346,0.4216309147,0.5812983206,0.4308280843,0.4240611332,0.4627211784,0.0742222090,0.0674217360,0.0662472510,0.0347661188,0.5721261255,0.1486642265,0.1393823586,0.3182321689
0.4361243579,0.4973043493,0.5064119997,0.4997957601,0.4190608508,0.4364552654,0.4393104677,0.4254550591,0.5175050458,0.3729142507,0.3770529031,0.4221232368,0.5824647456,0.4230452132,0.4165703082,0.4562215744,0.0751077235,0.0675599709,0.0652107294,0.0341894559,0.5464762034,0.1405612352,0.1331492035,0.2968573714
0.4289316642,0.4906702383,0.4997948352,0.4932421188,0.4301068680,0.4510146465,0.4533719205,0.4391035359,0.5166187963,0.3744201778,0.3773124306,0.4225686711,0.5827488747,0.4142729941,0.4081242773,0.4487911227,0.0760186594,0.0675691865,0.0641742077,0.0336571517,0.5200265723,0.1329715175,0.1275084903,0.2759030954
0.4215707203,0.4838729302,0.4930171906,0.4865277331,0.4416399453,0.4659166467,0.4677762410,0.4531324450,0.5157066708,0.3757811493,0.3775232966,0.4229672176,0.5820535060,0.4045031824,0.3987146616,0.4403971617,0.0769592536,0.0674309517,0.0631196597,0.0331913855,0.4929845643,0.1261054314,0.1226437923,0.2556770395
0.4140772794,0.4769481545,0.4861136603,0.4796875886,0.4536146520,0.4810838381,0.4824478822,0.4674692782,0.5147557315,0.3769891122,0.3776936116,0.4233110616,0.5802889145,0.3937770010,0.3883665980,0.4310478570,0.0779295063,0.0671360507,0.0620470851,0.0327588884,0.4655405863,0.1201901637,0.1187386831,0.2364971589
0.4064849916,0.4699258467,0.4791178780,0.4727528887,0.4659887268,0.4964436319,0.4973171081,0.4820500024,0.5137659784,0.3780118541,0.3778314856,0.4235845739,0.5774027605,0.3821439172,0.3771136025,0.4207432085,0.0789378911,0.0666844836,0.0609654974,0.0323485705,0.4378850450,0.1154360722,0.1159767362,0.2186403824
