L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.3551506807,0.4048515476,0.4035078013,0.4027449816,0.6702829639,0.6979466451,0.6954604180,0.6869371723,0.5900867463,0.6896854348,0.6945327098,0.7078570270,0.7264487662,0.4936623125,0.5134281201,0.5360460280,0.0544604461,0.0490143284,0.0398191900,0.0350868399,0.0510951725,0.3465667026,0.3761776123,0.2604031063
0.3521162361,0.4019984019,0.4005046539,0.3999558128,0.6762255127,0.7036025789,0.7010588896,0.6926781156,0.5896837685,0.6893365054,0.6939626506,0.7074785054,0.7274464617,0.5038864699,0.5204726440,0.5419035076,0.0544604461,0.0483068833,0.0375428830,0.0347109095,0.0503053950,0.3607604089,0.3900138476,0.2720855591
0.3488887252,0.3989544864,0.3973162902,0.3969831154,0.6825065146,0.7095489776,0.7069584672,0.6987451446,0.5891959533,0.6889664288,0.6933398081,0.7070783540,0.7284582092,0.5143363974,0.5277912113,0.5481249134,0.0544519220,0.0475783205,0.0353420933,0.0343600411,0.0495413710,0.3761999577,0.4050305328,0.2845311308
0.3454872005,0.3957389984,0.3939667645,0.3938420858,0.6890707870,0.7157277484,0.7131042982,0.7050888870,0.5886445100,0.6885646312,0.6926536257,0.7066457579,0.7294699567,0.5248185776,0.5352548602,0.5546755857,0.0544391358,0.0468286399,0.0332815500,0.0340217037,0.0488331466,0.3928631019,0.4211709155,0.2976724873
0.3419332549,0.3923723343,0.3904801308,0.3905561037,0.6958570158,0.7220749888,0.7194368617,0.7116461925,0.5880188339,0.6881522601,0.6919146600,0.7062023468,0.7304676522,0.5351394936,0.5427507496,0.5615035353,0.0544178256,0.0460684004,0.0314151941,0.0337084284,0.0481978908,0.4106942235,0.4383782434,0.3113974054
0.3382522920,0.3888760909,0.3868804430,0.3871438725,0.7028014347,0.7285279584,0.7258908012,0.7183585035,0.5873401345,0.6877187417,0.6911545811,0.7057589358,0.7314512956,0.5451217546,0.5501660380,0.5685047830,0.0543922533,0.0452976021,0.0297646018,0.0334452771,0.0476613571,0.4296043338,0.4565390116,0.3255936616
0.3344659047,0.3852730645,0.3831917552,0.3836287717,0.7098390509,0.7350250787,0.7324089300,0.7251603733,0.5866190163,0.6872852234,0.6903628321,0.7053155248,0.7324208870,0.5546040961,0.5573878841,0.5756100097,0.0543624190,0.0445373626,0.0283513496,0.0332071878,0.0472450070,0.4494710731,0.4755510658,0.3401714773
0.3305944158,0.3815860515,0.3794345135,0.3800318428,0.7169073240,0.7415117423,0.7389340613,0.7319943922,0.5858872935,0.6868517050,0.6895605266,0.7048829287,0.7333623742,0.5634897597,0.5643034465,0.5827498960,0.0543411087,0.0437771231,0.0271754375,0.0330192226,0.0469574250,0.4701609584,0.4952554993,0.3550186291
0.3266556077,0.3778342488,0.3756279609,0.3763694515,0.7239486189,0.7479368274,0.7454136765,0.7388042993,0.5851555706,0.6864181866,0.6887793343,0.7044827773,0.7342757574,0.5716497339,0.5708160041,0.5898377929,0.0543240605,0.0430485603,0.0262152890,0.0328688504,0.0468200724,0.4915293830,0.5155274568,0.3700341159
0.3226672628,0.3740356535,0.3717877327,0.3726614702,0.7309102057,0.7542573450,0.7518010926,0.7455372777,0.5844556618,0.6860163891,0.6880403686,0.7041150706,0.7351750885,0.5790356394,0.5768288358,0.5968043810,0.0543197985,0.0423305563,0.0254709043,0.0327435403,0.0468372414,0.5134094929,0.5361853306,0.3851281591
0.3186433531,0.3702046634,0.3679294639,0.3689184197,0.7377442595,0.7604361157,0.7580554619,0.7521496962,0.5838087764,0.6856357388,0.6873330729,0.7037906235,0.7360603676,0.5855507176,0.5822774607,0.6035456814,0.0543283226,0.0416336702,0.0249207068,0.0326432921,0.0470089322,0.5356121870,0.5570702141,0.4001997576
0.3145965802,0.3663544764,0.3640603708,0.3651554967,0.7444127656,0.7664406075,0.7641429390,0.7586002202,0.5832255191,0.6852973830,0.6866996738,0.7034986211,0.7369596987,0.5912110950,0.5870812780,0.6100270345,0.0543581569,0.0409684606,0.0245107558,0.0325681061,0.0473351447,0.5579817351,0.5780232004,0.4151591327
0.3105345652,0.3624934910,0.3601900751,0.3613797151,0.7508826144,0.7722452593,0.7700308459,0.7648532557,0.5827164945,0.6850013217,0.6861401712,0.7032498783,0.7378871339,0.5959522658,0.5912080472,0.6161444614,0.0544050394,0.0403349277,0.0242302630,0.0324929200,0.0478072943,0.5803179123,0.5988740324,0.4299165058
0.3064687398,0.3586289063,0.3563209820,0.3576004264,0.7571231491,0.7778245104,0.7756946738,0.7708778017,0.5822817027,0.6847369812,0.6856440086,0.7030552101,0.7388848294,0.5998064828,0.5946255279,0.6218286427,0.0544774943,0.0397225126,0.0240252875,0.0324427959,0.0484082120,0.6024427413,0.6194411024,0.4443596535
0.3024016441,0.3547667211,0.3524591051,0.3538211378,0.7631110702,0.7831609327,0.7811122484,0.7766463016,0.5819423530,0.6845149352,0.6852322991,0.7029038014,0.7399106290,0.6027898726,0.5973176000,0.6270449189,0.0545712593,0.0391523330,0.0238742529,0.0323801408,0.0491121441,0.6241671209,0.6395768541,0.4584212416
0.2983408993,0.3509105350,0.3486056472,0.3500465251,0.7688243049,0.7882382603,0.7862648963,0.7821380881,0.5816772360,0.6843351837,0.6848839296,0.7028064673,0.7409785847,0.6049508144,0.5993165039,0.6317239706,0.0546948587,0.0385927123,0.0237555829,0.0323300168,0.0499019216,0.6453241972,0.6591337314,0.4719890470
0.2942865054,0.3470627476,0.3447618108,0.3462789262,0.7742444588,0.7930390652,0.7911386126,0.7873313454,0.5814969565,0.6841977267,0.6846094566,0.7027415779,0.7420605924,0.6063376875,0.6006383596,0.6358311382,0.0548397683,0.0380647682,0.0236369129,0.0322924237,0.0507474987,0.6657137454,0.6779641779,0.4849957355
0.2902435431,0.3432257585,0.3409287988,0.3425206791,0.7793531377,0.7975540526,0.7957182254,0.7922122955,0.5813909097,0.6841025641,0.6843877670,0.7027307630,0.7430723399,0.6070311240,0.6013637683,0.6393317621,0.0550145123,0.0375579419,0.0235182428,0.0322422997,0.0516102448,0.6851911590,0.6959092870,0.4973403061
0.2862120123,0.3394007674,0.3371054084,0.3387706148,0.7841356265,0.8017704421,0.7999932309,0.7967671600,0.5813378863,0.6840496960,0.6842188605,0.7027523928,0.7439576190,0.6071440090,0.6015572106,0.6422258422,0.0552190906,0.0370511155,0.0233995728,0.0322047066,0.0524558218,0.7035784603,0.7128442033,0.5089778696
0.2821931832,0.3355889742,0.3332928424,0.3350287333,0.7885772096,0.8056789386,0.8039554596,0.8009890497,0.5813484910,0.6840179752,0.6841027373,0.7028064673,0.7446461694,0.6067892275,0.6013154077,0.6445480383,0.0554535032,0.0365548481,0.0232593264,0.0321671136,0.0532541839,0.7207199190,0.7286554221,0.5198410917
0.2781857857,0.3317879794,0.3294898979,0.3312973726,0.7926656243,0.8092714093,0.8075979091,0.8048676311,0.5813909097,0.6840179752,0.6840288408,0.7028929865,0.7450396268,0.6060796646,0.6007673211,0.6462983502,0.0557177502,0.0360585807,0.0230975036,0.0321169895,0.0539624083,0.7364709285,0.7432067376,0.5298738609
0.2741910900,0.3279989826,0.3256953724,0.3275730257,0.7963886079,0.8125397211,0.8109135767,0.8084006076,0.5814651424,0.6840391224,0.6839866142,0.7030119505,0.7450115227,0.6051765844,0.6000096721,0.6475114377,0.0560160935,0.0355623132,0.0229248927,0.0320919275,0.0545547415,0.7506980055,0.7563959956,0.5390425102
0.2702090960,0.3242207841,0.3219080630,0.3238568616,0.7997363500,0.8154780647,0.8138977943,0.8115845348,0.5815499799,0.6840814169,0.6839655009,0.7031417293,0.7444775448,0.6041928721,0.5992036625,0.6482739498,0.0563527953,0.0350554869,0.0227307053,0.0320668655,0.0549925529,0.7632565435,0.7681210415,0.5472909279
0.2662385335,0.3204533838,0.3181255645,0.3201465424,0.8026990404,0.8180817926,0.8165493948,0.8144182645,0.5816454220,0.6841237113,0.6839760575,0.7032931379,0.7433252768,0.6032897920,0.5984621337,0.6486032164,0.0567235934,0.0345486606,0.0225041535,0.0320668655,0.0552543813,0.7740241827,0.7782910717,0.5545742245
0.2622819430,0.3166955821,0.3143490795,0.3164432370,0.8052717741,0.8203497431,0.8188672111,0.8169017966,0.5817302594,0.6841660058,0.6839971708,0.7034661764,0.7414704064,0.6025963554,0.5979140471,0.6486032164,0.0571412741,0.0340418343,0.0222668134,0.0320793965,0.0553144731,0.7829119345,0.7868039318,0.5608475109
0.2583355138,0.3129461790,0.3105774053,0.3127457765,0.8074496459,0.8222795923,0.8208512431,0.8190385757,0.5817938875,0.6842083003,0.6840288408,0.7036392148,0.7388567253,0.6022577004,0.5976883644,0.6483259393,0.0576100993,0.0335244491,0.0220078970,0.0321169895,0.0551470746,0.7898196865,0.7935801684,0.5660434529
0.2544017864,0.3092063743,0.3068093392,0.3090553298,0.8092302033,0.8238713403,0.8225026580,0.8208308982,0.5818257015,0.6842400211,0.6840816240,0.7038122533,0.7354280254,0.6023705854,0.5978656866,0.6478753639,0.0581258071,0.0329965050,0.0217058278,0.0321796446,0.0547436013,0.7946695736,0.7985630292,0.5700947165
0.2504794905,0.3054737686,0.3030460839,0.3053707280,0.8106158987,0.8251273108,0.8238249570,0.8222845051,0.5818044921,0.6842717420,0.6841449639,0.7040069215,0.7311702546,0.6030317691,0.5985910952,0.6473381395,0.0587097077,0.0324685609,0.0213606059,0.0322548307,0.0540911764,0.7974171014,0.8016844113,0.5729676348
0.2465698964,0.3017483617,0.2992864368,0.3016931400,0.8116067323,0.8260498275,0.8248216414,0.8234051372,0.5817514687,0.6842823156,0.6842188605,0.7041907749,0.7260693609,0.6043380100,0.5999129510,0.6468009150,0.0593575389,0.0319511757,0.0209722312,0.0323300168,0.0531855076,0.7980400227,0.8029102631,0.5746060960
0.2426730040,0.2980313534,0.2955316004,0.2980202279,0.8122100616,0.8266446998,0.8254973793,0.8241985356,0.5816348173,0.6842823156,0.6843138704,0.7043638133,0.7201815525,0.6063538139,0.6019118548,0.6463676695,0.0600820870,0.0314232317,0.0205407038,0.0324052029,0.0520180104,0.7965272139,0.8022178838,0.5749539884
