L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.5085780174,0.5431362671,0.5460818694,0.5509750089,0.0758275148,0.0304111561,0.0272505775,0.0213272433,0.5107871005,0.0714218577,0.0953559193,0.1635871594,0.5334792795,0.5683451692,0.5512259529,0.5960101133,0.0532364955,0.0701635959,0.0461686104,0.0362773926,0.8787805578,0.2649109958,0.2200422123,0.4631696700
0.5058482579,0.5405957619,0.5434663067,0.5484437203,0.0790427053,0.0324624452,0.0289813932,0.0226242310,0.5117891250,0.0719505604,0.0954153978,0.1644853490,0.5446633637,0.5675394020,0.5504512074,0.5998580585,0.0532729660,0.0700841804,0.0457304988,0.0357207681,0.8872715559,0.2785827256,0.2352903170,0.4841565137
0.5029375831,0.5378858898,0.5406784219,0.5457434638,0.0824827427,0.0348639543,0.0310569928,0.0242628861,0.5127707000,0.0724675142,0.0954748763,0.1653718738,0.5564926835,0.5666906606,0.5497310215,0.6037281820,0.0533354868,0.0700146919,0.0452819561,0.0351641437,0.8956568570,0.2928701080,0.2513568229,0.5059823448
0.4998620235,0.5350185171,0.5377324838,0.5428882305,0.0861344007,0.0376577554,0.0335267955,0.0263016519,0.5137011513,0.0729727189,0.0955343548,0.1662234043,0.5688596997,0.5658204321,0.5490872189,0.6075428597,0.0534188479,0.0699551302,0.0448334133,0.0346196198,0.9037099672,0.3076033075,0.2680586664,0.5283188638
0.4966433347,0.5320141405,0.5346493467,0.5398973924,0.0899844531,0.0408779608,0.0364264288,0.0287843606,0.5145498047,0.0734544258,0.0955938333,0.1670282755,0.5816261474,0.5649394600,0.5485525354,0.6112466455,0.0535282594,0.0699154225,0.0443953018,0.0341113975,0.9111892934,0.3225700305,0.2852020159,0.5508134530
0.4933009823,0.5288921779,0.5314476695,0.5367903217,0.0940160663,0.0445484492,0.0397834757,0.0317458533,0.5152962107,0.0738891369,0.0956533118,0.1677748227,0.5946460806,0.5640799751,0.5481378829,0.6147619153,0.0536689313,0.0698955686,0.0439780527,0.0336394768,0.9178834413,0.3375261387,0.3025068918,0.5730891758
0.4898567220,0.5256720472,0.5281494043,0.5335853142,0.0982160141,0.0486794542,0.0436128765,0.0352052365,0.5159505941,0.0742886012,0.0957127903,0.1684630459,0.6077889158,0.5632634644,0.5478759971,0.6180664907,0.0538408636,0.0698757147,0.0435816661,0.0332159582,0.9236011496,0.3522381089,0.3197040834,0.5947569368
0.4863300192,0.5223720875,0.5247721124,0.5303017421,0.1025710703,0.0532755243,0.0479180793,0.0391715013,0.5164822805,0.0746410696,0.0957484774,0.1690929451,0.6209010255,0.5625006715,0.5477777899,0.6211271042,0.0540388463,0.0698757147,0.0432061419,0.0328287412,0.9281763228,0.3664618030,0.3365243797,0.6154519589
0.4827380496,0.5190106378,0.5213344529,0.5269557487,0.1070728179,0.0583321110,0.0526933376,0.0436390283,0.5169014949,0.0749230444,0.0957841644,0.1696528555,0.6338441449,0.5618345706,0.5478541733,0.6239326665,0.0542576692,0.0698856417,0.0428514802,0.0324899263,0.9314629985,0.3799636977,0.3526770331,0.6348094648
0.4790979885,0.5156017221,0.5178517921,0.5235613251,0.1117140428,0.0638332952,0.0579271586,0.0485943306,0.5172082371,0.0751462744,0.0958079558,0.1701311124,0.6465030533,0.5612329312,0.5480724114,0.6264831777,0.0544973324,0.0698955686,0.0425176809,0.0321874130,0.9333454130,0.3925314991,0.3679143694,0.6524889959
0.4754235765,0.5121593646,0.5143373011,0.5201324622,0.1164875306,0.0697642951,0.0636023032,0.0540171778,0.5173820576,0.0752990107,0.0957960601,0.1705160508,0.6587548489,0.5607279838,0.5484434163,0.6287675486,0.0547578359,0.0699054956,0.0422047441,0.0319333019,0.9337480685,0.4039847573,0.3820317884,0.6682230491
0.4717251187,0.5086932742,0.5108019559,0.5166777698,0.1213896741,0.0761023689,0.0697003827,0.0598839679,0.5174331813,0.0753812534,0.0957603730,0.1708076708,0.6705073549,0.5603089848,0.5489453641,0.6308301360,0.0550287596,0.0699154225,0.0419126698,0.0316912912,0.9326005003,0.4141430224,0.3948246899,0.6817441210
0.4680117755,0.5052131597,0.5072534396,0.5132069339,0.1264180686,0.0828259122,0.0762018595,0.0661710990,0.5173718329,0.0753930023,0.0957008946,0.1710176372,0.6816607136,0.5599651909,0.5495346071,0.6326487613,0.0553153134,0.0699352764,0.0416518891,0.0314976827,0.9298674760,0.4228895328,0.4061423156,0.6928819824
0.4642904171,0.5017265726,0.5037005329,0.5097264120,0.1315703091,0.0899133205,0.0830837480,0.0728549689,0.5171980123,0.0753342576,0.0956176247,0.1711226204,0.6921381111,0.5596966018,0.5501893216,0.6342456031,0.0556018673,0.0699551302,0.0414015396,0.0313161748,0.9255238297,0.4301181416,0.4158662130,0.7014785633
0.4605644785,0.4982389067,0.5001465286,0.5062415852,0.1368488007,0.0973429894,0.0903288090,0.0799108518,0.5169321691,0.0752050192,0.0955105634,0.1711459500,0.7018780966,0.5594817306,0.5508985956,0.6356206614,0.0558936312,0.0699650572,0.0411824839,0.0311709684,0.9195695613,0.4357757751,0.4239317712,0.7074487488
0.4568373950,0.4947523196,0.4965947195,0.5027556822,0.1422547455,0.1050944514,0.0979163554,0.0873196412,0.5165947527,0.0750287849,0.0953678150,0.1710992908,0.7108115374,0.5593313207,0.5516406054,0.6367739360,0.0561801851,0.0699749841,0.0409842906,0.0310378626,0.9120046708,0.4398199747,0.4302636113,0.7107560614
0.4531126014,0.4912711264,0.4930494959,0.4992730079,0.1477893461,0.1131506504,0.1058279988,0.0950622307,0.5162062126,0.0748173039,0.0952012752,0.1709943076,0.7188846641,0.5592346286,0.5523935271,0.6376943379,0.0564667389,0.0699849111,0.0407965285,0.0309168573,0.9028593575,0.4422507404,0.4348725017,0.7114005010
