L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.6094784138,0.6554005187,0.6607958082,0.6509652427,0.3990244762,0.3831190191,0.3882100819,0.3785548618,0.5296180521,0.3585798817,0.3633312617,0.4456793207,0.6452820598,0.5836433804,0.5830996536,0.6067716235,0.0681025516,0.0585687398,0.0767454441,0.0361315710,0.7942900406,0.2709673567,0.2299922933,0.5104010769
0.6036748538,0.6500776220,0.6555148110,0.6457463973,0.4058129242,0.3934321829,0.3983945809,0.3881306506,0.5294723987,0.3598734003,0.3636489193,0.4467754468,0.6558293663,0.5836780440,0.5818153969,0.6080863927,0.0685512656,0.0584372355,0.0756312020,0.0352638482,0.7754038280,0.2605639058,0.2228784421,0.4912992269
0.5974950352,0.6444045571,0.6498814110,0.6401813914,0.4131688361,0.4044839843,0.4092939891,0.3984181144,0.5293267453,0.3612357231,0.3641185001,0.4479131979,0.6665623992,0.5834122894,0.5803779721,0.6091427030,0.0690652471,0.0583139501,0.0745008115,0.0343557663,0.7549409910,0.2496529695,0.2153866675,0.4711169756
0.5909738308,0.6384135428,0.6439284092,0.6343024452,0.4210802750,0.4162214230,0.4208567587,0.4093775779,0.5291922961,0.3626393285,0.3647538153,0.4490509491,0.6772856570,0.5827421256,0.5787638146,0.6098394184,0.0696485753,0.0581742268,0.0733461983,0.0334073252,0.7329431292,0.2383614192,0.2075910721,0.4500402937
0.5841562079,0.6321444287,0.6376944944,0.6281492142,0.4295307128,0.4285814037,0.4330144410,0.4209544875,0.5290466427,0.3640979772,0.3655272426,0.4502025752,0.6877645380,0.5816097798,0.5769022315,0.6100866399,0.0703094087,0.0580345034,0.0721915850,0.0324387045,0.7094934418,0.2268385152,0.1995879894,0.4282817191
0.5770908050,0.6256387603,0.6312208784,0.6217605279,0.4384944392,0.4414873704,0.4456960520,0.4330851977,0.5288673770,0.3655566258,0.3664387819,0.4513264513,0.6977448901,0.5799228156,0.5747578764,0.6097607569,0.0710355096,0.0578865611,0.0710450461,0.0314700837,0.6847084077,0.2152335179,0.1914885734,0.4060715013
0.5698235072,0.6189380830,0.6245504550,0.6151785205,0.4479466621,0.4548636086,0.4588255376,0.4457035828,0.5286320908,0.3670290354,0.3674746219,0.4524225774,0.7069921115,0.5776003513,0.5722482739,0.6087943454,0.0718268780,0.0577221807,0.0698985071,0.0305014630,0.6587253054,0.2036956879,0.1834039778,0.3836133226
0.5624001997,0.6120805506,0.6177219129,0.6084411953,0.4578579981,0.4686344039,0.4723319139,0.4587426911,0.5282959676,0.3684601624,0.3685518956,0.4534909535,0.7152911506,0.5745961685,0.5692673846,0.6070975064,0.0726753554,0.0575413622,0.0687600423,0.0295530219,0.6316980536,0.1923892115,0.1754527670,0.3611285766
0.5548594261,0.6051034692,0.6107730996,0.6015840769,0.4682009006,0.4827282478,0.4861458871,0.4721380501,0.5278253952,0.3698500069,0.3696706029,0.4545038295,0.7224562810,0.5708178310,0.5657327332,0.6045691040,0.0735727835,0.0573194487,0.0676296518,0.0286247604,0.6037930504,0.1814558861,0.1677535051,0.3388298014
0.5472369769,0.5980356663,0.6037359754,0.5946385596,0.4789496592,0.4970786800,0.5002049237,0.4858301469,0.5271755571,0.3711710472,0.3707616877,0.4554334554,0.7283213263,0.5662075659,0.5615264981,0.6011304768,0.0745069245,0.0570400020,0.0664992612,0.0277368580,0.5751683743,0.1710375091,0.1604247562,0.3169118233
0.5395585477,0.5909051214,0.5966391361,0.5876327327,0.4900785635,0.5116268114,0.5144549409,0.4997627750,0.5263464533,0.3723957617,0.3717975278,0.4562937063,0.7327689856,0.5606960460,0.5565308575,0.5967142006,0.0754818577,0.0566865841,0.0653688707,0.0268792251,0.5460070636,0.1612758780,0.1535850846,0.2955694689
0.5318479989,0.5837321832,0.5895061313,0.5805864241,0.5015655761,0.5263230067,0.5288477708,0.5138896466,0.5252932675,0.3734966286,0.3727643119,0.4570568321,0.7356917332,0.5542139440,0.5506515541,0.5912303768,0.0764812662,0.0562427570,0.0642465543,0.0260720412,0.5164671966,0.1522904011,0.1473604648,0.2749887089
0.5241209314,0.5765355048,0.5823546233,0.5735202876,0.5133868231,0.5411235199,0.5433411613,0.5281669535,0.5240047954,0.3744874088,0.3736206063,0.4577228327,0.7370113684,0.5466919326,0.5437707661,0.5846340559,0.0775010708,0.0556920826,0.0631161638,0.0252951266,0.4867234917,0.1442079496,0.1418842814,0.2553643698
0.5163911108,0.5693278041,0.5752005921,0.5664458895,0.5255239400,0.5559921762,0.5579030005,0.5425591533,0.5224586288,0.3753130590,0.3743664112,0.4582778333,0.7366985660,0.5380953481,0.5358060183,0.5768578139,0.0785453507,0.0550263420,0.0619776990,0.0245686611,0.4569298673,0.1371628580,0.1372676883,0.2368735665
0.5086667964,0.5621209513,0.5680541304,0.5593747960,0.5379558076,0.5708986897,0.5725037119,0.5570364897,0.5206771761,0.3760011009,0.3749879152,0.4587079587,0.7347435509,0.5283895270,0.5267219643,0.5678791761,0.0796059475,0.0542537540,0.0608392342,0.0238926445,0.4272568816,0.1312670717,0.1336440703,0.2197111255
0.5009562475,0.5549200336,0.5609228078,0.5523136165,0.5506640614,0.5858195049,0.5871213242,0.5715741655,0.5186716413,0.3765102518,0.3754713072,0.4590270840,0.7311756483,0.5175629145,0.5164950397,0.5576869051,0.0806991780,0.0533578808,0.0596846210,0.0232569872,0.3978501333,0.1266399988,0.1311468121,0.2040630175
0.4932649705,0.5477309860,0.5538108295,0.5452673078,0.5636330914,0.6007335899,0.6017364013,0.5861523431,0.5164532285,0.3768542727,0.3758442097,0.4592352092,0.7259948583,0.5056155108,0.5051252445,0.5462922384,0.0818209631,0.0523469413,0.0585138594,0.0226616890,0.3688801807,0.1233935848,0.1298796573,0.1901063575
0.4855966361,0.5405571999,0.5467215597,0.5382383485,0.5768463697,0.6156232780,0.6163345775,0.6007536646,0.5140443458,0.3770331636,0.3761066225,0.4593323343,0.7192207310,0.4926166432,0.4926597073,0.5337176505,0.0829794611,0.0512291545,0.0573269493,0.0220966603,0.3405009422,0.1216547010,0.1299834010,0.1780271163
