L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.8046931848,0.8231915170,0.8230357730,0.8253762795,0.0746477076,0.1533488738,0.1524646750,0.1563730977,0.5433756071,0.4396369037,0.4310336297,0.4712032911,0.3524334566,0.6325535320,0.6325785354,0.5509515360,0.0022492697,0.7194930478,0.7365363479,0.4297143117,0.2644489314,0.0441105639,0.0130806314,0.0686852958
0.8014318142,0.8206254284,0.8207523636,0.8225247358,0.0709329650,0.1490242051,0.1484337632,0.1523692233,0.5404749056,0.4370671962,0.4280648513,0.4660610216,0.3524334566,0.6324468490,0.6322492779,0.5507601851,0.0035248296,0.6864081927,0.7041921809,0.4048046547,0.2700265888,0.0420596324,0.0126150750,0.0698045036
0.7979486704,0.8178548915,0.8182775702,0.8194583232,0.0670245272,0.1444447456,0.1441398473,0.1481023882,0.5375742040,0.4343806838,0.4249311408,0.4609873157,0.3525781877,0.6323401661,0.6319200204,0.5506384163,0.0049221032,0.6517815466,0.6703302455,0.3790654333,0.2761590132,0.0400242383,0.0121194828,0.0710210338
0.7942611474,0.8148851485,0.8156127127,0.8161886912,0.0629614336,0.1396470875,0.1396101817,0.1435990206,0.5347409606,0.4316441122,0.4216654847,0.4561021598,0.3528939647,0.6322182428,0.6316057291,0.5505688342,0.0064459591,0.6159950210,0.6353430680,0.3528716562,0.2828661962,0.0380199189,0.0115938547,0.0723592170
0.7903880886,0.8117240629,0.8127643904,0.8127274892,0.0587887296,0.1346691784,0.1348801969,0.1388908343,0.5320594981,0.4288574814,0.4183008692,0.4515598217,0.3534334171,0.6320963194,0.6313363366,0.5505688342,0.0080963973,0.5794871069,0.5996362590,0.3265642401,0.2901581336,0.0361088237,0.0110682265,0.0738433839
0.7863483376,0.8083808086,0.8097378831,0.8090889557,0.0545559651,0.1295462554,0.1299839608,0.1340148289,0.5296141392,0.4260875369,0.4149032673,0.4474460062,0.3542360170,0.6319743961,0.6310968765,0.5506558118,0.0098539435,0.5426962955,0.5636415973,0.3004954658,0.2980498191,0.0343064900,0.0105425984,0.0754856997
0.7821592882,0.8048645595,0.8065397901,0.8052899177,0.0503111885,0.1243162660,0.1249582668,0.1290040396,0.5274723421,0.4233676517,0.4115551451,0.4438121358,0.3553280792,0.6318677132,0.6309023153,0.5507949762,0.0117088608,0.5060469327,0.5277385251,0.2749380668,0.3065412527,0.0326129178,0.0100319882,0.0773226603
0.7778339861,0.8011844897,0.8031767108,0.8013420247,0.0460979437,0.1190103814,0.1198344573,0.1238941444,0.5257015650,0.4207145122,0.4083059821,0.4407096332,0.3567359183,0.6317762707,0.6307975515,0.5510211182,0.0136514119,0.4699209302,0.4923195687,0.2501420487,0.3156424302,0.0310591818,0.0095664319,0.0794029270
0.7733869261,0.7973510836,0.7996539249,0.7972608095,0.0419627775,0.1136557070,0.1146466002,0.1187128931,0.5243524015,0.4181948639,0.4052382445,0.4381899212,0.3585121640,0.6317153090,0.6307676190,0.5512994468,0.0156572541,0.4347143443,0.4577249176,0.2263346894,0.3253533516,0.0296452821,0.0091309114,0.0817508303
0.7688268053,0.7933722047,0.7959793516,0.7930566270,0.0379432278,0.1082793484,0.1094219498,0.1134893567,0.5234923098,0.4158420798,0.4024014118,0.4362529997,0.3606436588,0.6317000686,0.6308274840,0.5516473576,0.0177069133,0.4007242174,0.4242424242,0.2036750835,0.3356840127,0.0284022933,0.0087554628,0.0844150314
0.7641637701,0.7892570269,0.7921582706,0.7887398326,0.0340798354,0.1029043450,0.1041823095,0.1082459991,0.5231044253,0.4136895326,0.3998449638,0.4348817278,0.3631698749,0.6317305494,0.6309771465,0.5520648506,0.0197760467,0.3682334470,0.3921337730,0.1823223255,0.3466394114,0.0273612902,0.0084701218,0.0874441917
0.7594007195,0.7850134136,0.7881972813,0.7843194868,0.0304026307,0.0975469601,0.0989508455,0.1030039629,0.5232224771,0.4117539088,0.3975689004,0.4340246829,0.3660908122,0.6318524728,0.6312465391,0.5525693212,0.0218451801,0.3374683508,0.3616344795,0.1623673265,0.3582295436,0.0265688849,0.0082748885,0.0908869722
0.7545405526,0.7806505388,0.7841003433,0.7798046505,0.0269461482,0.0922234570,0.0937452731,0.0977777837,0.5237958716,0.4100185219,0.3956227013,0.4336647240,0.3693801560,0.6320505982,0.6316356616,0.5531781651,0.0238899708,0.3086128124,0.3329277228,0.1439123616,0.3704594070,0.0260716894,0.0081997988,0.0947920342
0.7495890673,0.7761723342,0.7798753760,0.7752017956,0.0237374154,0.0869460331,0.0885778567,0.0925806754,0.5248246087,0.4084666856,0.3939568867,0.4337332876,0.3730642211,0.6323401661,0.6321445141,0.5539087778,0.0258812074,0.2817941355,0.3061705134,0.1270369781,0.3833439955,0.0259163158,0.0082899064,0.0992202041
0.7445448141,0.7715879737,0.7755276590,0.7705186884,0.0208004565,0.0817268859,0.0834622235,0.0874258523,0.5262243659,0.4070483405,0.3925384704,0.4341789510,0.3771166928,0.6327516574,0.6327880629,0.5547959503,0.0277994158,0.2571396240,0.2814806092,0.1117866315,0.3968933048,0.0261959883,0.0085602295,0.1042323086
0.7394092426,0.7669013891,0.7710624717,0.7657592122,0.0181607970,0.0765741469,0.0784079125,0.0823199215,0.5279614139,0.4057468004,0.3913014794,0.4348988687,0.3815507283,0.6333003124,0.6335663080,0.5558570782,0.0296251217,0.2346775676,0.2589365154,0.0981840496,0.4111173307,0.0269883936,0.0090558217,0.1099256700
0.7341852516,0.7621217542,0.7664864137,0.7609298388,0.0158409598,0.0714973030,0.0734230999,0.0772708112,0.5299682947,0.4044786330,0.3902129274,0.4358244772,0.3863663276,0.6339861312,0.6344942155,0.5571443482,0.0313339825,0.2144362561,0.2385774847,0.0862519603,0.4260260691,0.0283867560,0.0098367549,0.1163732801
0.7288742908,0.7572530009,0.7618047645,0.7560357459,0.0138589629,0.0665031307,0.0685145995,0.0722811645,0.5321606854,0.4032271521,0.3892068414,0.4369043538,0.3915371762,0.6348395946,0.6355717856,0.5587273423,0.0329211295,0.1964015446,0.2204296855,0.0759449078,0.4416245177,0.0305309116,0.0109781189,0.1236846267
0.7234792591,0.7523043030,0.7570254435,0.7510795222,0.0122358276,0.0615997615,0.0636892246,0.0673589097,0.5344879924,0.4019589848,0.3882502350,0.4380527940,0.3970764312,0.6358607026,0.6367840520,0.5606060606,0.0343719572,0.1805027087,0.2044407809,0.0672060729,0.4579176746,0.0335296220,0.0125249673,0.1319327015
0.7180016060,0.7472822134,0.7521537302,0.7460676397,0.0109850675,0.0567966823,0.0589537890,0.0625053682,0.5368658931,0.4006741311,0.3873101219,0.4392183750,0.4029709354,0.6370799360,0.6381310146,0.5628674808,0.0356815969,0.1666690241,0.1905453499,0.0599331803,0.4749055397,0.0375071860,0.0145824260,0.1412391577
