L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.0872473080,0.1593999885,0.1701017386,0.1771474984,0.8416491787,0.8528834617,0.8525700121,0.8531868710,0.7146685776,0.5756807892,0.6998058512,0.7584521251,0.4408775588,0.5279924334,0.5058651320,0.4701932357,0.1740837199,0.0460898578,0.0252292613,0.0432356541,0.0001252275,0.8012243386,0.8311997881,0.7362749207
0.0824650810,0.1548823479,0.1652721246,0.1723196036,0.8381608051,0.8505167236,0.8504649161,0.8498633643,0.7119742028,0.5809514156,0.7004920667,0.7587309919,0.4413365330,0.5258592932,0.5054640974,0.4584265971,0.1830027563,0.0446019973,0.0241145045,0.0428996568,0.0015903892,0.7675955285,0.7962611459,0.7007244208
0.0774327349,0.1499730112,0.1601318127,0.1671654209,0.8343799772,0.8478958391,0.8481070620,0.8462695760,0.7086635614,0.5851408879,0.7012452300,0.7590590706,0.4419397564,0.5241286324,0.5053638387,0.4469474506,0.1928166511,0.0431366803,0.0228840653,0.0425756594,0.0032183467,0.7319531557,0.7593802419,0.6631982279
0.0722219183,0.1446982507,0.1547131922,0.1617129180,0.8303093297,0.8450098115,0.8454805761,0.8424186614,0.7047939807,0.5880464896,0.7020653411,0.7594035531,0.4427134558,0.5229010706,0.5056646147,0.4362075693,0.2035549515,0.0417164499,0.0215589769,0.0422756618,0.0050049256,0.6945749531,0.7208771078,0.6240435850
0.0669173069,0.1391034460,0.1490546505,0.1560040460,0.8259620363,0.8418561971,0.8425793532,0.8383453027,0.7005517736,0.5898371512,0.7029524001,0.7597644396,0.4436576314,0.5223375996,0.5065067875,0.4268435427,0.2152429836,0.0403863928,0.0201287229,0.0420476636,0.0069459518,0.6558428032,0.6811490245,0.5836795785
0.0616218146,0.1332614428,0.1431969741,0.1500795909,0.8213565400,0.8384398834,0.8394070565,0.8340973372,0.6961949122,0.5908507332,0.7038896699,0.7601581339,0.4447722832,0.5225992111,0.5079705641,0.4195741011,0.2278891895,0.0391577808,0.0186143362,0.0419156647,0.0090372510,0.6161733053,0.6406594862,0.5426091121
0.0564461710,0.1272570290,0.1371797502,0.1439850001,0.8165165533,0.8347669795,0.8359697911,0.8297273863,0.6921103547,0.5917460639,0.7049273616,0.7605518282,0.4460311840,0.5238066490,0.5102163582,0.4152001150,0.2415104534,0.0380531572,0.0170263335,0.0419036648,0.0112663004,0.5760293471,0.5998609517,0.5013470634
0.0515141330,0.1211881287,0.1310425656,0.1377645554,0.8114592020,0.8308509260,0.8322822099,0.8252892671,0.6888283769,0.5932833300,0.7060320011,0.7609455225,0.4474081068,0.5260605329,0.5133444286,0.4143376389,0.2561109962,0.0370950653,0.0153752314,0.0420716634,0.0136164031,0.5358622445,0.5592058798,0.4603963360
0.0469468523,0.1151431124,0.1248202090,0.1314590427,0.8062055637,0.8267027196,0.8283601863,0.8208248372,0.6868935865,0.5961720387,0.7072203254,0.7613064090,0.4488505973,0.5294011108,0.5174349823,0.4174589810,0.2716950390,0.0363398634,0.0137136127,0.0424916601,0.0160541651,0.4960770246,0.5190805156,0.4202478597
0.0428537558,0.1091984084,0.1185462694,0.1251092482,0.8007674949,0.8223345788,0.8242147100,0.8163616033,0.6866929416,0.6008851949,0.7084421236,0.7616508916,0.4502930878,0.5338082589,0.5225481743,0.4246873524,0.2882710239,0.0358551816,0.0120835437,0.0432476540,0.0185545407,0.4570439975,0.4798600689,0.3813446686
