L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
0.1973660704,0.2166940005,0.2212980224,0.2164253272,0.9164608874,0.9324090240,0.9366975563,0.9295240086,0.5244793917,0.3237633810,0.3517124341,0.4082872239,0.3816090554,0.4576959250,0.4758859644,0.4017203392,0.4932299798,0.0528180586,0.0146762644,0.0885976151,0.0270046552,0.3887374681,0.4380267513,0.2521568893
0.1985834418,0.2127692993,0.2171884882,0.2122391636,0.9116490089,0.9283333675,0.9328357845,0.9252828329,0.5228030761,0.3237524689,0.3504823517,0.4063943088,0.3783899006,0.4546363647,0.4719591514,0.3994836757,0.5114417979,0.0639608922,0.0196553782,0.1031473700,0.0291423972,0.3694678458,0.4185092299,0.2362408258
0.2001153187,0.2087299308,0.2129372123,0.2079042094,0.9064662481,0.9239223783,0.9286542296,0.9207099559,0.5209539445,0.3239270632,0.3494231142,0.4042621791,0.3749706361,0.4515291849,0.4679958665,0.3972025015,0.5311297278,0.0774760711,0.0263501417,0.1202773771,0.0313674714,0.3495025350,0.3982410346,0.2198162618
0.2020141185,0.2046443101,0.2086126217,0.2034900911,0.9009285913,0.9191848297,0.9241587411,0.9158178404,0.5189060745,0.3243089883,0.3485916696,0.4018700337,0.3713860637,0.4484220050,0.4640812109,0.3949101996,0.5522087577,0.0936716921,0.0350496047,0.1402474533,0.0336495014,0.3291369649,0.3775121985,0.2031204977
0.2043215615,0.2005895242,0.2042890086,0.1990740652,0.8950637481,0.9141382682,0.9193658934,0.9106294944,0.5166421844,0.3249309807,0.3480449663,0.3991970712,0.3676796854,0.4453862546,0.4603002857,0.3926290254,0.5745552344,0.1127634227,0.0459961957,0.1632726198,0.0359581109,0.3086475051,0.3565956939,0.1864332085
0.2070697400,0.1966436240,0.2000435978,0.1947362498,0.8889004938,0.9088060890,0.9142932353,0.9051698436,0.5141277111,0.3258148645,0.3478171733,0.3962536922,0.3639385054,0.4425171728,0.4567746642,0.3904146173,0.5980068628,0.1348436922,0.0593950470,0.1894603869,0.0382553292,0.2883105249,0.3357730235,0.1700086445
0.2102800489,0.1928846602,0.1959555693,0.1905586702,0.8824718668,0.9032146119,0.9089651407,0.8994676481,0.5113280912,0.3269824642,0.3479082905,0.3930398968,0.3602234267,0.4398980940,0.4535894475,0.3883337413,0.6223588420,0.1599227704,0.0753487245,0.2188376323,0.0405107798,0.2683833340,0.3153086293,0.1540841060
0.2139610463,0.1893897200,0.1921031255,0.1866243059,0.8758141027,0.8973930810,0.9034050083,0.8935535856,0.5082001210,0.3284228675,0.3483183180,0.3895764863,0.3566214535,0.4376004476,0.4508054222,0.3863975252,0.6473909146,0.1878774186,0.0939038490,0.2513237231,0.0426978835,0.2490660618,0.2954243014,0.1388884181
0.2181127320,0.1862320363,0.1885634910,0.1830161361,0.8689570427,0.8913678161,0.8976372118,0.8874554576,0.5046919554,0.3300815137,0.3490358660,0.3858634605,0.3532021890,0.4356718532,0.4484955322,0.3846504796,0.6728480455,0.2185022388,0.1150044756,0.2867305160,0.0447900608,0.2305493081,0.2763418296,0.1246080309
0.2227211995,0.1834809874,0.1854158459,0.1798133251,0.8619326593,0.8851670863,0.8916841751,0.8811991483,0.5007431090,0.3319256665,0.3500153760,0.3819008196,0.3500352367,0.4341599305,0.4466962495,0.3830814769,0.6984867923,0.2515096742,0.1385293898,0.3247713162,0.0467683265,0.2129664926,0.2582062306,0.1114039697
0.2277618445,0.1812030611,0.1827354600,0.1770921757,0.8547675964,0.8788152619,0.8855692969,0.8748076659,0.4963017368,0.3338789406,0.3512226791,0.3777197654,0.3471727990,0.4330884891,0.4454440460,0.3817127723,0.7240443915,0.2865094688,0.1642827838,0.3650698370,0.0486136952,0.1964319750,0.2411795817,0.0993948845
0.2332015049,0.1794618544,0.1805956478,0.1749251755,0.8474842348,0.8723337886,0.8793111013,0.8683021013,0.4913159941,0.3358649513,0.3526008269,0.3733410991,0.3446670785,0.4324694342,0.4447146070,0.3805221107,0.7492619441,0.3230805570,0.1920035805,0.4071781180,0.0503185729,0.1810124652,0.2253557171,0.0886485754
0.2389984606,0.1783142189,0.1790658141,0.1733781358,0.8401028239,0.8657411875,0.8729271372,0.8617006693,0.4857253953,0.3378291376,0.3540587023,0.3688064234,0.3425615772,0.4322789557,0.4445079326,0.3795206196,0.7738960075,0.3607710636,0.2213654334,0.4505765251,0.0518715684,0.1667651431,0.2107943495,0.0792074173
0.2451045731,0.1778160430,0.1782104758,0.1725111450,0.8326393500,0.8590559801,0.8664330040,0.8550177499,0.4795126588,0.3396732903,0.3555165776,0.3641677414,0.3408823964,0.4325170538,0.4447875509,0.3787082990,0.7977185959,0.3990983034,0.2520419961,0.4947006280,0.0532802758,0.1537090687,0.1975551916,0.0710714104
0.2514663549,0.1780155061,0.1780882846,0.1723795226,0.8251076678,0.8522908387,0.8598404009,0.8482658059,0.4726605029,0.3413319366,0.3568947255,0.3594978575,0.3396382366,0.4331361088,0.4455048325,0.3780628936,0.8205210443,0.4375898616,0.2836509772,0.5389680783,0.0545408981,0.1418347120,0.1856297130,0.0642066546
0.2580303188,0.1789540425,0.1787500721,0.1730280966,0.8175184349,0.8454594106,0.8531620023,0.8414544241,0.4651862093,0.3426959549,0.3580792492,0.3548591754,0.3388464985,0.4340765961,0.4465868336,0.3775844034,0.8421256009,0.4758144025,0.3158287334,0.5827875682,0.0556648264,0.1311325430,0.1749923227,0.0585283997
0.2647429774,0.1806701960,0.1802398271,0.1744950184,0.8098801773,0.8385724187,0.8464075578,0.8345931913,0.4571329819,0.3437216966,0.3589904213,0.3503244997,0.3384810809,0.4353028012,0.4479849249,0.3772617008,0.8623776991,0.5133508606,0.3481929733,0.6256036267,0.0566634518,0.1215549118,0.1656003685,0.0539434209
0.2715519132,0.1831909469,0.1825937182,0.1768127166,0.8022024868,0.8316415606,0.8395868167,0.8276888181,0.4485699473,0.3443436890,0.3595371246,0.3459978367,0.3385419839,0.4367194848,0.4496140052,0.3770836579,0.8811459573,0.5497884402,0.3803800537,0.6668428644,0.0575519627,0.1130732284,0.1573856075,0.0503500178
0.2784143363,0.1865355671,0.1858312960,0.1799983595,0.7944896265,0.8246726851,0.8327105036,0.8207470566,0.4395921542,0.3445073712,0.3596282418,0.3419207888,0.3389683044,0.4382671222,0.4513889733,0.3770168918,0.8983337713,0.5847574251,0.4119890348,0.7059856473,0.0583455472,0.1056017230,0.1502371447,0.0476210655
0.2852949451,0.1907088745,0.1899623358,0.1840576697,0.7867490565,0.8176765151,0.8257844681,0.8137755762,0.4302860105,0.3441909189,0.3592182143,0.3381661605,0.3397339412,0.4398980940,0.4532611999,0.3770502749,0.9138599935,0.6178675595,0.4426469491,0.7425481781,0.0590631906,0.0990832158,0.1440696762,0.0456294388
0.2921702052,0.1957060512,0.1949780398,0.1889801555,0.7789850400,0.8106569498,0.8188184597,0.8067782116,0.4207638469,0.3433725079,0.3582500940,0.3347235512,0.3407866918,0.4415528756,0.4551455839,0.3771504240,0.9276589332,0.6487902066,0.4719621811,0.7761093740,0.0597238782,0.0934319369,0.1387723070,0.0442564876
0.2990294191,0.2015049345,0.2008549473,0.1947381573,0.7712029057,0.8036217877,0.8118193030,0.7997597562,0.4111207120,0.3420194018,0.3566897117,0.3315929609,0.3420656534,0.4431600376,0.4570056532,0.3772950838,0.9396842203,0.6771967301,0.4995710876,0.8063019074,0.0603427981,0.0885430565,0.1342341420,0.0433835619
0.3058725868,0.2080756534,0.2075539572,0.2012868471,0.7634069165,0.7965759026,0.8047938227,0.7927269206,0.4014430139,0.3401643369,0.3545484573,0.3286911844,0.3435099228,0.4447076751,0.4587927786,0.3774731267,0.9499010773,0.7028098427,0.5251659705,0.8328480429,0.0609389358,0.0843593947,0.1303357560,0.0429004865
0.3127093360,0.2153748461,0.2150271704,0.2085699516,0.7556013356,0.7895222192,0.7977468936,0.7856816223,0.3918171606,0.3378182255,0.3518149409,0.3259350168,0.3450672977,0.4461362635,0.4604704881,0.3776400418,0.9582901835,0.7254036068,0.5484391317,0.8555417186,0.0615236822,0.0807665917,0.1269747842,0.0427309863
0.3195599919,0.2233543332,0.2232149578,0.2165207057,0.7477893602,0.7824646365,0.7906853402,0.7786286546,0.3822863562,0.3350028917,0.3485575007,0.3232100512,0.3466768752,0.4474458029,0.4620023099,0.3777847017,0.9648360820,0.7447931644,0.5691574668,0.8742664648,0.0621084287,0.0776979377,0.1240659228,0.0427818364
0.3264470192,0.2319620808,0.2320537798,0.2250685295,0.7399731217,0.7754051043,0.7836120874,0.7715699348,0.3728938045,0.3317728964,0.3448216950,0.3204122811,0.3483038534,0.4486243884,0.4634004012,0.3778959785,0.9695387730,0.7608244670,0.5871158437,0.8889416487,0.0627045663,0.0750581329,0.1215238680,0.0429767615
0.3333982313,0.2411412372,0.2414810745,0.2341409351,0.7321558175,0.7683455720,0.7765310351,0.7645092977,0.3636827098,0.3281828003,0.3406758619,0.3174377002,0.3498873296,0.4496363052,0.4646282901,0.3779516169,0.9723982565,0.7733948158,0.6021743995,0.8995762294,0.0633158922,0.0727995273,0.1192633159,0.0432733868
0.3404382323,0.2508368777,0.2514333027,0.2436721115,0.7243374475,0.7612870145,0.7694451080,0.7574477019,0.3546357902,0.3242762519,0.3362111186,0.3142343054,0.3513925020,0.4504934583,0.4656859765,0.3779516169,0.9734261249,0.7824631311,0.6142305684,0.9062150031,0.0639462033,0.0708268212,0.1172330842,0.0436123871
0.3475948357,0.2609960050,0.2618498573,0.2536029239,0.7165212090,0.7542274823,0.7623552811,0.7503861061,0.3457789683,0.3201078120,0.3314958029,0.3107812955,0.3527758685,0.4511958476,0.4665613033,0.3778848508,0.9726416990,0.7879986033,0.6232470536,0.9089565210,0.0645992968,0.0691114245,0.1153905210,0.0439598624
0.3548894364,0.2715685122,0.2726769744,0.2638809142,0.7087049706,0.7471689248,0.7552625293,0.7433245103,0.3370949624,0.3157647778,0.3266438114,0.3070682698,0.3540287288,0.4517196633,0.4672542703,0.3777401910,0.9700758922,0.7900423120,0.6292052066,0.9079172527,0.0652789696,0.0675961575,0.1136844440,0.0442649626
0.3623412898,0.2825091107,0.2838667549,0.2744641157,0.7008919294,0.7401093925,0.7481697776,0.7362648319,0.3285664910,0.3113017099,0.3217348717,0.3031368307,0.3551075807,0.4520768104,0.4677527202,0.3775176374,0.9657596179,0.7886558764,0.6321609727,0.9032674234,0.0659738307,0.0662429002,0.1120892620,0.0445107378
0.3699653723,0.2937792570,0.2953791202,0.2853162847,0.6930788882,0.7330469358,0.7410741010,0.7292061121,0.3201935540,0.3068168178,0.3168601009,0.2990493822,0.3560211246,0.4522672889,0.4680566531,0.3772283177,0.9597315177,0.7839419956,0.6322075936,0.8952041356,0.0666914741,0.0650230626,0.1105793838,0.0446802380
0.3777734512,0.3053471525,0.3071808342,0.2964126228,0.6852679785,0.7259815548,0.7339774494,0.7221483510,0.3119847922,0.3023864864,0.3121220059,0.2948579274,0.3567519598,0.4522910987,0.4681782262,0.3768611043,0.9520379616,0.7760444481,0.6294383112,0.8839334510,0.0674243057,0.0638985248,0.1091377487,0.0447734631
0.3857740845,0.3171848531,0.3192435485,0.3077350079,0.6774581345,0.7189132492,0.7268798229,0.7150915486,0.3039402057,0.2980871008,0.3075889247,0.2906872738,0.3573000861,0.4521720497,0.4681295970,0.3764271248,0.9427253196,0.7651275521,0.6240209608,0.8696883091,0.0681723255,0.0628597568,0.1077643566,0.0447649881
0.3939736907,0.3292721235,0.3315486903,0.3192748561,0.6696504221,0.7118400697,0.7197792716,0.7080347462,0.2960770760,0.2940059580,0.3033405847,0.2866310272,0.3576916050,0.4518982369,0.4679107653,0.3759263793,0.9318476900,0.7513864355,0.6161047292,0.8526926902,0.0689317365,0.0618972287,0.1064250862,0.0446717630
0.4023754788,0.3415916191,0.3440786638,0.3310264447,0.6618437754,0.7047629910,0.7126767704,0.7009789025,0.2884299663,0.2902303554,0.2994567136,0.2828035945,0.3579265163,0.4515172800,0.4675582031,0.3753811230,0.9194591712,0.7350367662,0.6058854244,0.8331974520,0.0696987417,0.0609918805,0.1051284676,0.0444853128
0.4109826583,0.3541346675,0.3568217387,0.3429897735,0.6540413917,0.6976820130,0.7055723193,0.6939230587,0.2810420807,0.2868257658,0.2959828700,0.2792881807,0.3580222209,0.4510291789,0.4670719105,0.3747913560,0.9056138615,0.7163147517,0.5935495301,0.8114265748,0.0704733409,0.0601437121,0.1038659706,0.0442225876
0.4197962989,0.3668906692,0.3697652072,0.3551667503,0.6462422053,0.6905981106,0.6984649433,0.6868672150,0.2739566232,0.2838685741,0.2929646124,0.2761887923,0.3580135205,0.4504696484,0.4664883594,0.3741793337,0.8903658593,0.6954360596,0.5792648814,0.7876219572,0.0712517372,0.0593527237,0.1026375951,0.0438920623
0.4288196097,0.3798557699,0.3829012490,0.3675611901,0.6384472820,0.6835112838,0.6913565924,0.6798123299,0.2672427201,0.2814351655,0.2904361098,0.2735886342,0.3579091154,0.4498505935,0.4658075497,0.3735561837,0.8737769912,0.6726574375,0.5632459347,0.7620075795,0.0720339305,0.0585998551,0.1014348108,0.0435022120
0.4380536606,0.3930280424,0.3962230214,0.3801769081,0.6306598188,0.6764244571,0.6842462915,0.6727564862,0.2609608572,0.2795801006,0.2884315311,0.2715605109,0.3577438075,0.4492077287,0.4650781108,0.3729219059,0.8558974914,0.6482253625,0.5456791735,0.7348074218,0.0728161238,0.0579041665,0.1002576176,0.0430615116
0.4475027305,0.4064036323,0.4097246593,0.3930177194,0.6228787503,0.6693366555,0.6771350158,0.6657025598,0.2551974423,0.2783579402,0.2869964350,0.2701668261,0.3575088962,0.4485410541,0.4642878852,0.3722876282,0.8367891865,0.6223863123,0.5267883783,0.7062275460,0.0736021142,0.0572465978,0.0990974852,0.0425869112
0.4571689590,0.4199844669,0.4234042075,0.4060874392,0.6151062077,0.6622508035,0.6700237400,0.6586486334,0.2500129612,0.2778232451,0.2861649905,0.2694595831,0.3572478836,0.4478862844,0.4634611878,0.3716756059,0.8165100391,0.5953867642,0.5068066537,0.6764829730,0.0743843075,0.0566176190,0.0979544136,0.0420868858
0.4670576946,0.4337657282,0.4372558009,0.4193860675,0.6073432569,0.6551688507,0.6629124642,0.6515975830,0.2454938218,0.2780087515,0.2859713664,0.2694595831,0.3569694702,0.4472553245,0.4626101757,0.3710635836,0.7951180117,0.5674834655,0.4859391317,0.6457887239,0.0751665009,0.0560362902,0.0968198724,0.0415699103
0.4771742863,0.4477474161,0.4512765069,0.4329145580,0.5995909637,0.6480898224,0.6558021634,0.6445474913,0.2416918690,0.2789144597,0.2864497318,0.2701980280,0.3566910568,0.4466481744,0.4617470063,0.3704738166,0.7726787950,0.5389023539,0.4644002685,0.6143329421,0.0759486942,0.0554930812,0.0957023919,0.0410444599
0.4875251524,0.4619237492,0.4654643705,0.4466700494,0.5918493280,0.6410166428,0.6486938125,0.6375002756,0.2386675884,0.2805512816,0.2876114762,0.2716853185,0.3564213439,0.4460648341,0.4608716795,0.3699063049,0.7492580800,0.5098899067,0.4424138445,0.5823127301,0.0767270905,0.0549594023,0.0945849115,0.0405190094
0.4981135022,0.4762928002,0.4798164591,0.4606534955,0.5841194156,0.6339493121,0.6415883864,0.6304568946,0.2364728247,0.2829192174,0.2894793790,0.2739214544,0.3562038334,0.4455291134,0.4599963528,0.3693499210,0.7249254216,0.4806926016,0.4201849918,0.5499431090,0.0775054867,0.0544447833,0.0934759614,0.0400020340
